,Value,index_x,index_y,latitude,longitude,long_4326,lat_4326,long_4326_norm,lat_4326_norm,kde,farms
3084455,1.0,2527,601,2631255.0,-81345.0,-97.0592617651687,46.666820439243075,-1.0258250384378458,2.001299487487156,34.01427498735541,"[[-97.06518678241055, 46.67083705063284], [-97.05346737250355, 46.67092761289095], [-97.0533374703616, 46.662803621594485], [-97.06505543539909, 46.66271307277371], [-97.06518678241055, 46.67083705063284]]"
6810167,0.9966666666666667,183,1328,1976955.0,-2190945.0,-121.54980226261932,38.15902446047923,-6.502072870951075,-1.0835049570511026,10783.438559487686,"[[-121.55617814159656, 38.16182845141015], [-121.54618074987282, 38.16396142655664], [-121.54342686953328, 38.156220137526404], [-121.55342328947462, 38.15408738505485], [-121.55617814159656, 38.16182845141015]]"
9578546,1.0,4570,1867,1491855.0,1757355.0,-76.48461764314037,34.85679043897082,3.574802305402011,-2.280847513440742,373.6404111987646,"[[-76.48846395496939, 34.861548656266365], [-76.47874762052368, 34.859908074900865], [-76.48077180642173, 34.85203207185222], [-76.49048719064669, 34.853672498990974], [-76.48846395496939, 34.861548656266365]]"
2299911,1.0,2567,448,2768955.0,-45345.0,-96.6018482792427,47.91521845672793,-0.92354433903371,2.453950651490453,54.887680918672395,"[[-96.60785901179617, 47.919271878402085], [-96.59591319617601, 47.919323552503336], [-96.5958382973682, 47.91116483600075], [-96.6077826116304, 47.911113169948365], [-96.60785901179617, 47.919271878402085]]"
6151721,0.9977777777777778,3249,1199,2093055.0,568455.0,-89.1178612928679,41.65634441390174,0.7499249548333864,0.18457295210647462,12.963893910581783,"[[-89.12289676007363, 41.66064600341459], [-89.11203812979508, 41.66006405136667], [-89.11282644268857, 41.65204264673388], [-89.12368383891433, 41.65262452739379], [-89.12289676007363, 41.66064600341459]]"
3202139,0.9966666666666667,2267,624,2610555.0,-315345.0,-100.092396074181,46.42283783804792,-1.7040540545422134,1.9128349057746334,48.114094312212295,"[[-100.09848042492592, 46.426718455817586], [-100.08681437617398, 46.42706797815406], [-100.08631243806717, 46.41895699425406], [-100.09797705755693, 46.41860752324986], [-100.09848042492592, 46.426718455817586]]"
6815297,1.0,185,1329,1976055.0,-2189145.0,-121.52705515945867,38.15554690158037,-6.496986467309128,-1.084765869886121,10782.300278339351,"[[-121.53342987028186, 38.15835207520552], [-121.52343229189124, 38.16048319802489], [-121.52068093461939, 38.152741396029974], [-121.53067754104215, 38.15061049567873], [-121.53342987028186, 38.15835207520552]]"
9070829,1.0,4525,1768,1580955.0,1716855.0,-76.72413724153306,35.709751008664455,3.521244129269518,-1.971576279977393,321.327401389573,"[[-76.72804158499055, 35.7144975917125], [-76.71821128890433, 35.71287814844518], [-76.72023338494881, 35.70500427883742], [-76.73006270728854, 35.70662356496444], [-76.72804158499055, 35.7144975917125]]"
7849177,0.9977777777777778,3337,1530,1795155.0,647655.0,-88.4488825877311,38.95093587375021,0.8995130451568414,-0.7963692695667585,16.309693069424778,"[[-88.4536914347416, 38.95525666886928], [-88.4432417246629, 38.95461927899453], [-88.444074311533, 38.9466148949206], [-88.4545228799869, 38.947252213986644], [-88.4536914347416, 38.95525666886928]]"
4146126,0.9922222222222222,2702,808,2444955.0,76155.0,-95.0330009382155,44.989637289015924,-0.5727396333662821,1.3931770020585472,17.813864394428112,"[[-95.03865674598323, 44.99372195207586], [-95.02722885022725, 44.99363965284007], [-95.02734581740546, 44.985552426879366], [-95.03877233924602, 44.985634714659724], [-95.03865674598323, 44.99372195207586]]"
12330806,0.9944444444444445,3094,2404,1008555.0,428955.0,-91.43364973689222,32.05802870290337,0.2320992478643016,-3.295638261147284,133.00106853113888,"[[-91.438202986547, 32.062256329178794], [-91.42863648536309, 32.06186836882485], [-91.42909696758092, 32.053800861257585], [-91.43866250807788, 32.05418878806069], [-91.438202986547, 32.062256329178794]]"
5433259,1.0,2707,1059,2219055.0,80655.0,-95.00587023758114,42.96357415565326,-0.5666730281576734,0.6585556530848784,12.358122374526925,"[[-95.01135870420352, 42.96764400651512], [-95.00026573137363, 42.96755972907326], [-95.00038241823897, 42.95950409998973], [-95.01147409650842, 42.9595883665556], [-95.01135870420352, 42.96764400651512]]"
5894930,0.9977777777777778,2858,1149,2138055.0,216555.0,-93.35914149621777,42.21577068590762,-0.1984535230974615,0.38741287146781633,11.28232719896282,"[[-93.36447421908045, 42.21990468649033], [-93.35350385932415, 42.21968106534382], [-93.35380940598633, 42.211636487306585], [-93.36477850048016, 42.21186008038933], [-93.36447421908045, 42.21990468649033]]"
7044121,0.9977777777777778,3377,1373,1936455.0,683655.0,-87.89085931927947,40.181109134830365,1.0242907614619723,-0.35032614008828683,14.571017490629218,"[[-87.8957170402654, 40.185453307484586], [-87.88509288784823, 40.184768636817104], [-87.88600218774195, 40.17676478534297], [-87.89662516126232, 40.17744937650915], [-87.8957170402654, 40.185453307484586]]"
12318761,0.9955555555555555,1305,2402,1010355.0,-1181145.0,-108.51303802523417,31.46751487353232,-3.586965631672377,-3.509750081641339,13504.624540084405,"[[-108.51837473187288, 31.470991748684042], [-108.508949501475, 31.47205334832535], [-108.50770177774208, 31.464037720561144], [-108.51712608984666, 31.462976210037155], [-108.51837473187288, 31.470991748684042]]"
10397624,0.9977777777777778,3168,2027,1347855.0,495555.0,-90.51794907722767,35.0603905679711,0.43685600908159433,-2.2070250352787917,54.41131578563234,"[[-90.52262955438908, 35.06463736872166], [-90.51269490694327, 35.06417361202924], [-90.51326911755811, 35.05614356305755], [-90.52320273002022, 35.05660727495941], [-90.52262955438908, 35.06463736872166]]"
14542193,0.9977777777777778,4313,2835,620655.0,1526055.0,-80.5570748393782,27.532670676754634,2.664173775328455,-4.936467988027832,5786.37178694552,"[[-80.56081557945778, 27.537357320354808], [-80.55186709961741, 27.53603698479549], [-80.55333450923887, 27.5279838394648], [-80.56228216919874, 27.52930408032631], [-80.56081557945778, 27.537357320354808]]"
10423280,0.9944444444444445,3184,2032,1343355.0,509955.0,-90.36196819590464,35.01271579574157,0.47173437215192654,-2.2243112219284344,55.19633156062626,"[[-90.36663714553966, 35.01696900241581], [-90.35670961466398, 35.01649204311149], [-90.35729976292035, 35.00846238541089], [-90.36722626049455, 35.008939298734184], [-90.36663714553966, 35.01696900241581]]"
6851184,0.9922222222222222,176,1336,1969755.0,-2197245.0,-121.59769564789175,38.08215531207057,-6.512782150614265,-1.1113766045671922,10785.778366844845,"[[-121.60406669570969, 38.08495683909912], [-121.59408112468728, 38.087093733859525], [-121.59132508465987, 38.07935345299137], [-121.60130968651019, 38.07721678066283], [-121.60406669570969, 38.08495683909912]]"
6861447,0.9988888888888889,183,1338,1967955.0,-2190945.0,-121.52228754471717,38.08160926580269,-6.495920396925867,-1.111574593089517,10781.939063831112,"[[-121.52865567565105, 38.08441471093246], [-121.51866799406818, 38.0865454631052], [-121.51591989882115, 38.07880348891886], [-121.52590661032828, 38.076672958582705], [-121.52865567565105, 38.08441471093246]]"
9573406,1.0,4558,1866,1492755.0,1746555.0,-76.59922519222675,34.884296175111416,3.549175294747047,-2.270874329162628,367.79758426405556,"[[-76.60307995672959, 34.88905049274409], [-76.59335771684462, 34.88741945794988], [-76.59537090367176, 34.87954170735455], [-76.60509219166107, 34.88117258862653], [-76.60307995672959, 34.88905049274409]]"
6735681,1.0,2617,1313,1990455.0,-345.0,-96.0041300659254,40.92377086615194,-0.7898905688985299,-0.08104767886428545,13.523731414510682,"[[-96.0095176479274, 40.927789132374194], [-95.99874295215642, 40.92778948168085], [-95.99874309466212, 40.91975238492205], [-96.00951656895568, 40.919752035657226], [-96.0095176479274, 40.927789132374194]]"
14511415,0.9933333333333333,4303,2829,626055.0,1517055.0,-80.63781159555003,27.59415661405481,2.6461204993692675,-4.914174071585357,5573.134887677568,"[[-80.64155945319958, 27.59883959570077], [-80.63260329071413, 27.597526326851384], [-80.63406414866529, 27.589473438716357], [-80.64301948962118, 27.590786613128756], [-80.64155945319958, 27.59883959570077]]"
10479678,0.9988888888888889,3174,2043,1333455.0,500955.0,-90.46760941038731,34.92910759553961,0.4481122935826508,-2.2546263526892827,56.9324076557541,"[[-90.472279123349, 34.93335696148712], [-90.46236172989884, 34.93288888929353], [-90.4629402130897, 34.92485802528462], [-90.47285657521168, 34.925326052488884], [-90.472279123349, 34.93335696148712]]"
7151735,1.0,3303,1394,1917555.0,617055.0,-88.69474834820124,40.061127993302456,0.8445358249520047,-0.3938295761803032,13.731134482740673,"[[-88.69964646285844, 40.06544078185822], [-88.6890327894804, 40.06482388273875], [-88.6898508226505, 40.05681502359456], [-88.70046331781565, 40.05743185134526], [-88.69964646285844, 40.06544078185822]]"
5807427,0.9944444444444445,2531,1132,2153355.0,-77745.0,-96.95016809610294,42.37602953270101,-1.0014309680487314,0.4455204241287882,13.903814816780299,"[[-96.95572275254082, 42.380013660239726], [-96.94472341140623, 42.380094143622884], [-96.94461407607115, 42.37204518841072], [-96.95561214439358, 42.37196471519116], [-96.95572275254082, 42.380013660239726]]"
6820416,1.0,176,1330,1975155.0,-2197245.0,-121.61424522862673,38.12859508320318,-6.516482746999157,-1.0945382115508573,10786.340963460225,"[[-121.62062092510932, 38.13139573466572], [-121.6106295354816, 38.13353396577974], [-121.60787001724069, 38.125794099528974], [-121.6178604366753, 38.12365609135049], [-121.62062092510932, 38.13139573466572]]"
6917861,0.9933333333333333,189,1349,1958055.0,-2185545.0,-121.43221849975556,38.00919914938024,-6.475780359089671,-1.137829459746765,10788.428186560326,"[[-121.43857694774451, 38.012009299748186], [-121.42859647561691, 38.014132733902784], [-121.42586053639798, 38.006388667759204], [-121.43584003926287, 38.0042654541567], [-121.43857694774451, 38.012009299748186]]"
7336359,1.0,3319,1430,1885155.0,631455.0,-88.55494837928865,39.76288090310582,0.875796028328191,-0.5019696810565456,14.299833361425089,"[[-88.55981782720959, 39.767198541032606], [-88.54924932608098, 39.766569945555425], [-88.55007951533537, 39.75856308368464], [-88.56064684852868, 39.75919160723301], [-88.55981782720959, 39.767198541032606]]"
6269287,1.0,2871,1222,2072355.0,228255.0,-93.23980439425345,41.62575872186561,-0.17176895294522074,0.17348302012316769,11.192334274142615,"[[-93.24508530751187, 41.62989483350401], [-93.23420746835914, 41.6296612681619], [-93.23452410295657, 41.62162241114968], [-93.24540069818624, 41.62185594780935], [-93.24508530751187, 41.62989483350401]]"
11371869,1.0,3093,2217,1176855.0,428055.0,-91.35572830207664,33.56516042496542,0.24952299923310278,-2.7491739775271307,89.27860692426,"[[-91.36036473872247, 33.56938119413428], [-91.35061504259023, 33.56898755094319], [-91.35109236430641, 33.56093944446608], [-91.36084106268748, 33.56133305165381], [-91.36036473872247, 33.56938119413428]]"
9583671,1.0,4567,1868,1490955.0,1754655.0,-76.51578773534264,34.85383172300615,3.5678324653578635,-2.281920301290934,372.7163694877312,"[[-76.51963582447422, 34.85858893207656], [-76.50991919984965, 34.85695092914927], [-76.51194012142057, 34.849074363982815], [-76.52165579562615, 34.85071221293203], [-76.51963582447422, 34.85858893207656]]"
12217982,0.9966666666666667,3086,2382,1028355.0,421755.0,-91.50020782258893,32.23856977303968,0.2172164169781971,-3.2301766660445894,127.01163508526288,"[[-91.50477487218221, 32.24279338572594], [-91.4951864473628, 32.242411195572835], [-91.49564125557555, 32.234345945185346], [-91.50522871523516, 32.234728102061425], [-91.50477487218221, 32.24279338572594]]"
6715801,0.9955555555555555,3249,1309,1994055.0,568455.0,-89.20343235451526,40.77432531256356,0.7307906959990019,-0.13523448694908563,12.705665066571163,"[[-89.20841049153192, 40.77862015795123], [-89.19768595474201, 40.77804588390774], [-89.19845481945954, 40.770030285970144], [-89.20917815232755, 40.77060449179948], [-89.20841049153192, 40.77862015795123]]"
